,p,c_approx,epsilon_target,shots,accuracy_error,computation_time,cost
165,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.4,0.01,10000,2.124502273297807,75.2322769165039,77.78167964446128
166,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.425,0.01,10000,2.3642964669741033,87.13895559310913,89.97611135347806
167,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.45,0.01,10000,2.6111582070324495,101.95713019371033,105.09052004214927
168,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.475,0.01,10000,2.862656136687267,81.49196529388428,84.927152657909
169,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.5,0.01,10000,3.116048505899098,96.89799118041992,100.63724938749884
170,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.1,0.01,10000,0.06859100522714745,84.76432180404663,84.84663101031921
171,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.125,0.01,10000,0.0818371265614517,115.64818978309631,115.74639433497005
172,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.15,0.01,10000,0.09287072672248153,80.7683424949646,80.87978736703158
173,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.175,0.01,10000,0.09880533279476378,69.85863995552063,69.97720635487434
174,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.2,0.01,10000,0.10243187490694972,79.63286781311035,79.7557860629987
175,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.225,0.01,10000,0.11743120036830157,92.62383556365967,92.76475300410164
176,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.25,0.01,10000,0.1344733634279227,90.19509363174438,90.35646166785789
177,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.275,0.01,10000,0.14842770671854977,109.12415933609009,109.30227258415235
178,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.3,0.01,10000,0.16284578484396417,88.45572924613953,88.65114418795228
179,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.325,0.01,10000,0.17568120648055108,109.77359533309937,109.98441278087603
180,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.35,0.01,10000,0.19145813912563847,45.78823447227478,46.01798423922555
181,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.375,0.01,10000,0.21157629860477578,109.31469249725342,109.56858405557915
182,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.4,0.01,10000,0.23253381554706087,72.91073703765869,73.18977761631517
183,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.425,0.01,10000,0.25209906555057904,80.26426339149475,80.56678227015544
184,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.45,0.01,10000,0.277760806294415,106.48479413986206,106.81810710741536
185,"(52.0, 0.295173064, 'CSCO', 0.0684931506849315, 2.74)",0.475,0.01,10000,inf,inf,inf
186,"(35.0, 0.258796475, 'PFE', 0.08767123287671233, 1.68)",0.5,0.01,10000,0.3201428341857413,66.79158568382263,67.17575708484551
187,"(255.0, 0.233345069, 'DHR', 0.030136986301369864, 5.35)",0.1,0.01,10000,0.21161858599073913,60.13173270225525,60.385675005444135
188,"(255.0, 0.233345069, 'DHR', 0.030136986301369864, 5.35)",0.125,0.01,10000,0.25919057015000124,118.27257418632507,118.58360287050508
189,"(52.0, 0.295173064, 'CSCO', 0.0684931506849315, 2.74)",0.15,0.01,10000,inf,inf,inf
190,"(255.0, 0.233345069, 'DHR', 0.030136986301369864, 5.35)",0.175,0.01,10000,0.3137217161749364,88.62690043449402,89.00336649390394
